$DATA1 SOURCE='HSPICE' VERSION='P-2019.06-SP2-2 linux64' PARAM_COUNT=0
$OPTION MEASFORM=3
.TITLE 'ac5'
pd,ps,psrr,temper,alter#
 5.8880e+01, 6.7490e+01, 5.8880e+01, 2.5000e+01,8
